######## Algorithm 2 statistics ######

5,0.230668,0.190639,5.993222,0.016742, 0.004396,0.002431,5.993222,0.016742, 0.016760,0.009595,10.986602,0.031402, 0.049327,0.032220,15.979992,0.046305, 
6,0.185310,0.136797,6.982022,0.049047, 0.000972,0.000506,6.982022,0.049047, 0.004396,0.002312,12.964266,0.092824, 0.020977,0.011431,18.946526,0.137318, 
7,0.140538,0.094684,7.965496,0.100095, 0.000198,0.000069,7.965496,0.100095, 0.001300,0.000635,14.931237,0.190507, 0.007432,0.003463,21.897003,0.282240, 
8,0.102037,0.062544,8.937820,0.184572, 0.000030,0.000010,8.937820,0.184572, 0.000357,0.000109,16.875906,0.352342, 0.002659,0.001240,24.814020,0.522139, 
9,0.072526,0.039404,9.898908,0.302520, 0.000010,0.000010,9.898908,0.302520, 0.000060,0.000020,18.798084,0.578823, 0.000972,0.000456,27.697288,0.857862, 
10,0.049327,0.023517,10.853097,0.442900, 0.000010,0.000000,10.853097,0.442900, 0.000030,0.000010,20.706441,0.849514, 0.000357,0.000109,30.559811,1.259538, 
11,0.032736,0.013604,11.799384,0.603795, 0.000000,0.000000,11.799384,0.603795, 0.000010,0.000010,22.598983,1.160525, 0.000099,0.000040,33.398602,1.721226, 
12,0.020977,0.007770,12.751958,0.753400, 0.000000,0.000000,12.751958,0.753400, 0.000010,0.000000,24.504087,1.451544, 0.000030,0.000020,36.256230,2.154159, 
13,0.012920,0.003870,13.703717,0.906055, 0.000000,0.000000,13.703717,0.906055, 0.000000,0.000000,26.407564,1.749425, 0.000010,0.000010,39.111419,2.597664, 
14,0.007432,0.002292,14.668421,1.031711, 0.000000,0.000000,14.668421,1.031711, 0.000000,0.000000,28.336937,1.996587, 0.000010,0.000000,42.005457,2.966684, 
15,0.004396,0.001250,15.629524,1.163219, 0.000000,0.000000,15.629524,1.163219, 0.000000,0.000000,30.259115,2.255406, 0.000010,0.000000,44.888705,3.353105, 
16,0.002659,0.000695,16.597934,1.282964, 0.000000,0.000000,16.597934,1.282964, 0.000000,0.000000,32.195914,2.492269, 0.000000,0.000000,47.793893,3.707347, 
17,0.001707,0.000377,17.566934,1.404773, 0.000000,0.000000,17.566934,1.404773, 0.000000,0.000000,34.133897,2.733605, 0.000000,0.000000,50.700856,4.068489, 
18,0.000972,0.000218,18.538635,1.522998, 0.000000,0.000000,18.538635,1.522998, 0.000000,0.000000,36.077287,2.968356, 0.000000,0.000000,53.615937,4.419962, 
19,0.000566,0.000079,19.510494,1.642687, 0.000000,0.000000,19.510494,1.642687, 0.000000,0.000000,38.020995,3.206286, 0.000000,0.000000,56.531494,4.776308, 
20,0.000357,0.000060,20.484597,1.760905, 0.000000,0.000000,20.484597,1.760905, 0.000000,0.000000,39.969196,3.441514, 0.000000,0.000000,59.453795,5.128783, 
21,0.000198,0.000040,21.458172,1.881029, 0.000000,0.000000,21.458172,1.881029, 0.000000,0.000000,41.916344,3.680735, 0.000000,0.000000,62.374515,5.487162, 
22,0.000099,0.000020,22.432009,2.003262, 0.000000,0.000000,22.432009,2.003262, 0.000000,0.000000,43.864013,3.924171, 0.000000,0.000000,65.296017,5.851950, 
23,0.000050,0.000030,23.406377,2.125553, 0.000000,0.000000,23.406377,2.125553, 0.000000,0.000000,45.812750,4.167909, 0.000000,0.000000,68.219125,6.217240, 
24,0.000030,0.000000,24.379822,2.251702, 0.000000,0.000000,24.379822,2.251702, 0.000000,0.000000,47.759638,4.419328, 0.000000,0.000000,71.139457,6.593989, 
25,0.000030,0.000010,25.354422,2.377540, 0.000000,0.000000,25.354422,2.377540, 0.000000,0.000000,49.708837,4.670274, 0.000000,0.000000,74.063257,6.970149, 
26,0.000010,0.000000,26.328138,2.506303, 0.000000,0.000000,26.328138,2.506303, 0.000000,0.000000,51.656271,4.927016, 0.000000,0.000000,76.984411,7.354822, 
27,0.000010,0.000000,27.302296,2.636306, 0.000000,0.000000,27.302296,2.636306, 0.000000,0.000000,53.604588,5.186271, 0.000000,0.000000,79.906886,7.743320, 
28,0.000010,0.000000,28.276455,2.767291, 0.000000,0.000000,28.276455,2.767291, 0.000000,0.000000,55.552903,5.447497, 0.000000,0.000000,82.829361,8.134799, 
29,0.000010,0.000000,29.250614,2.900394, 0.000000,0.000000,29.250614,2.900394, 0.000000,0.000000,57.501224,5.713026, 0.000000,0.000000,85.751844,8.532764, 
30,0.000010,0.000000,30.224770,3.034659, 0.000000,0.000000,30.224770,3.034659, 0.000000,0.000000,59.449537,5.980968, 0.000000,0.000000,88.674312,8.934281, 
31,0.000000,0.000000,31.198927,3.170401, 0.000000,0.000000,31.198927,3.170401, 0.000000,0.000000,61.397853,6.251688, 0.000000,0.000000,91.596788,9.339966, 
32,0.000000,0.000000,32.173087,3.308178, 0.000000,0.000000,32.173087,3.308178, 0.000000,0.000000,63.346172,6.526606, 0.000000,0.000000,94.519272,9.751934, 
33,0.000000,0.000000,33.147242,3.447199, 0.000000,0.000000,33.147242,3.447199, 0.000000,0.000000,65.294483,6.803965, 0.000000,0.000000,97.441741,10.167526, 
34,0.000000,0.000000,34.121402,3.587409, 0.000000,0.000000,34.121402,3.587409, 0.000000,0.000000,67.242806,7.083709, 0.000000,0.000000,100.364230,10.586793, 
35,0.000000,0.000000,35.095558,3.729108, 0.000000,0.000000,35.095558,3.729108, 0.000000,0.000000,69.191122,7.366495, 0.000000,0.000000,103.286701,11.010520, 
36,0.000000,0.000000,36.069715,3.872384, 0.000000,0.000000,36.069715,3.872384, 0.000000,0.000000,71.139442,7.652380, 0.000000,0.000000,106.209187,11.438953, 
37,0.000000,0.000000,37.043870,4.017335, 0.000000,0.000000,37.043870,4.017335, 0.000000,0.000000,73.087749,7.941626, 0.000000,0.000000,109.131647,11.872369, 
38,0.000000,0.000000,38.018028,4.163322, 0.000000,0.000000,38.018028,4.163322, 0.000000,0.000000,75.036069,8.232848, 0.000000,0.000000,112.054131,12.308793, 
39,0.000000,0.000000,38.992189,4.311051, 0.000000,0.000000,38.992189,4.311051, 0.000000,0.000000,76.984396,8.527667, 0.000000,0.000000,114.976628,12.750557, 
40,0.000000,0.000000,39.966344,4.459773, 0.000000,0.000000,39.966344,4.459773, 0.000000,0.000000,78.932710,8.824480, 0.000000,0.000000,117.899099,13.195234, 
41,0.000000,0.000000,40.940501,4.610110, 0.000000,0.000000,40.940501,4.610110, 0.000000,0.000000,80.881022,9.124365, 0.000000,0.000000,120.821570,13.644630, 
42,0.000000,0.000000,41.914657,4.760975, 0.000000,0.000000,41.914657,4.760975, 0.000000,0.000000,82.829339,9.425396, 0.000000,0.000000,123.744047,14.095869, 
43,0.000000,0.000000,42.888816,4.914246, 0.000000,0.000000,42.888816,4.914246, 0.000000,0.000000,84.777657,9.731152, 0.000000,0.000000,126.666535,14.553899, 
44,0.000000,0.000000,43.862974,5.068928, 0.000000,0.000000,43.862974,5.068928, 0.000000,0.000000,86.725977,10.039875, 0.000000,0.000000,129.589015,15.016592, 
